기준년월,관광객 유형,제주 대분류,제주 중분류,업종명,성별,연령대별, 카드이용금액 , 카드이용건수 ,건당이용금액,데이터기준일자
2015-01,내국인 관광객,서귀포시,남원읍,의원,여,50대,190200,11,17291,2017-02-16
2015-01,내국인 관광객,제주시,애월읍,스넥,여,30대,8806600,510,17268,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,기념품 점,남,30대,688900,40,17223,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,50대,564210,33,17097,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,약국,남,40대,239300,14,17093,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,스넥,여,20대,2378500,140,16989,2017-02-16
2015-01,내국인 관광객,제주시,애월읍,농축수산품,여,20대,1000500,59,16958,2017-02-16
2015-01,내국인 관광객,제주시,연동,기타음료식품,남,40대,372900,22,16950,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,기타음료식품,남,20대,237000,14,16929,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,의원,남,50대,484600,29,16710,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,기타음료식품,남,30대,2167000,130,16669,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,40대,1916130,115,16662,2017-02-16
2015-01,내국인 관광객,제주시,연동,스넥,여,40대,2954100,178,16596,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,스넥,여,50대,1406580,85,16548,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,악세 사리,여,20대,479400,29,16531,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,약국,남,40대,2165250,131,16529,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,의원,남,50대,775900,47,16509,2017-02-16
2015-01,내국인 관광객,제주시,노형동,슈퍼 마켓,여,30대,8277210,504,16423,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,기타음료식품,여,30대,1837850,112,16409,2017-02-16
2015-01,내국인 관광객,제주시,애월읍,농축수산품,남,20대,475000,29,16379,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,기타음료식품,남,50대,229000,14,16357,2017-02-16
2015-01,내국인 관광객,제주시,노형동,기타음료식품,남,40대,453420,28,16194,2017-02-16
2015-01,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,30대,3557840,221,16099,2017-02-16
2015-01,내국인 관광객,제주시,연동,스넥,남,30대,4149600,260,15960,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,기타음료식품,남,40대,557200,35,15920,2017-02-16
2015-01,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,30대,5123020,322,15910,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,40대,1142730,72,15871,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,20대,3595890,227,15841,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,기타음료식품,여,30대,285000,18,15833,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,50대,648060,41,15806,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,스넥,남,40대,5014460,320,15670,2017-02-16
2015-01,내국인 관광객,제주시,연동,슈퍼 마켓,남,30대,13824960,883,15657,2017-02-16
2015-01,내국인 관광객,제주시,연동,스넥,남,20대,3084400,198,15578,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,스넥,남,30대,2782380,179,15544,2017-02-16
2015-01,내국인 관광객,제주시,애월읍,스넥,여,20대,6691590,431,15526,2017-02-16
2015-01,내국인 관광객,제주시,연동,약국,남,50대,1332400,86,15493,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,스넥,여,30대,3141810,203,15477,2017-02-16
2015-01,내국인 관광객,제주시,연동,스넥,여,30대,5395800,350,15417,2017-02-16
2015-01,내국인 관광객,제주시,애월읍,약국,여,50대,214900,14,15350,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,약국,남,50대,259600,17,15271,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,30대,1205280,79,15257,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,기타음료식품,남,30대,366000,24,15250,2017-02-16
2015-01,내국인 관광객,제주시,노형동,슈퍼 마켓,남,20대,3482480,230,15141,2017-02-16
2015-01,내국인 관광객,제주시,연동,약국,여,40대,1734890,115,15086,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,40대,873990,58,15069,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,50대,1687670,112,15068,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,의원,남,50대,178500,12,14875,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,스넥,여,40대,1591000,107,14869,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,스넥,남,40대,3312900,226,14659,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,기념품 점,여,30대,262000,18,14556,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,기념품 점,여,20대,145200,10,14520,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,30대,6417950,443,14487,2017-02-16
2015-01,내국인 관광객,제주시,노형동,기타음료식품,남,20대,144650,10,14465,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,기타음료식품,여,20대,1721150,119,14463,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,40대,1299300,90,14437,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,40대,447040,31,14421,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,스넥,여,50대,807000,56,14411,2017-02-16
2015-01,내국인 관광객,제주시,노형동,약국,여,50대,936310,65,14405,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,의원,남,30대,156900,11,14264,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,50대,255510,18,14195,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,약국,남,30대,2021780,143,14138,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,약국,여,40대,1127850,80,14098,2017-02-16
2015-01,내국인 관광객,제주시,연동,약국,남,40대,1897980,135,14059,2017-02-16
2015-01,내국인 관광객,제주시,연동,스넥,여,20대,4544000,327,13896,2017-02-16
2015-01,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,20대,1372510,99,13864,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,30대,1366100,99,13799,2017-02-16
2015-01,내국인 관광객,제주시,연동,기타음료식품,여,30대,206600,15,13773,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,기타음료식품,여,30대,343600,25,13744,2017-02-16
2015-01,내국인 관광객,제주시,연동,슈퍼 마켓,여,20대,4529250,332,13642,2017-02-16
2015-01,내국인 관광객,제주시,애월읍,약국,남,40대,327100,24,13629,2017-02-16
2015-01,내국인 관광객,제주시,연동,기타음료식품,남,20대,271700,20,13585,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,기타음료식품,여,20대,267400,20,13370,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,스넥,남,20대,1363050,102,13363,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,20대,3337970,253,13194,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,스넥,여,40대,3559690,270,13184,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,의원,남,30대,210400,16,13150,2017-02-16
2015-01,내국인 관광객,제주시,연동,약국,남,30대,2084770,160,13030,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,약국,여,50대,607700,47,12930,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,30대,332730,26,12797,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,20대,1200090,94,12767,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,스넥,남,20대,3293100,258,12764,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,스넥,남,40대,382500,30,12750,2017-02-16
2015-01,내국인 관광객,제주시,노형동,약국,남,40대,2710900,213,12727,2017-02-16
2015-01,내국인 관광객,제주시,노형동,슈퍼 마켓,여,20대,3026320,238,12716,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,20대,393620,31,12697,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,30대,493930,39,12665,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,약국,여,30대,1632950,129,12659,2017-02-16
2015-01,내국인 관광객,제주시,연동,의원,남,40대,441900,35,12626,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,약국,남,50대,188900,15,12593,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,기타음료식품,남,30대,275720,22,12533,2017-02-16
2015-01,내국인 관광객,제주시,노형동,스넥,여,40대,2451700,196,12509,2017-02-16
2015-01,내국인 관광객,제주시,노형동,스넥,남,50대,2185600,175,12489,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,약국,여,40대,273400,22,12427,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,30대,642050,52,12347,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,약국,남,40대,699800,57,12277,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,의원,여,30대,232900,19,12258,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,스넥,여,40대,2193900,179,12256,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,스넥,여,20대,1492710,122,12235,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,30대,498520,41,12159,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,약국,여,50대,218400,18,12133,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,50대,315080,26,12118,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,기타음료식품,여,30대,337500,28,12054,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,약국,여,40대,525399,44,11941,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,약국,남,50대,393080,33,11912,2017-02-16
2015-01,내국인 관광객,제주시,연동,슈퍼 마켓,남,20대,4715620,397,11878,2017-02-16
2015-01,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,20대,1849060,156,11853,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,스넥,남,20대,200800,17,11812,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,20대,814730,69,11808,2017-02-16
2015-01,내국인 관광객,제주시,연동,약국,여,50대,765330,65,11774,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,스넥,여,30대,2681000,229,11707,2017-02-16
2015-01,내국인 관광객,제주시,노형동,스넥,여,50대,900700,77,11697,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,약국,여,40대,371720,32,11616,2017-02-16
2015-01,내국인 관광객,제주시,노형동,스넥,남,20대,3939050,340,11585,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,기타음료식품,여,20대,139000,12,11583,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,스넥,여,40대,358800,31,11574,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,스넥,남,20대,1570500,136,11548,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,의원,여,40대,242300,21,11538,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,의원,여,40대,115200,10,11520,2017-02-16
2015-01,내국인 관광객,제주시,노형동,약국,남,30대,2037180,177,11509,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,약국,남,50대,321500,28,11482,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,스넥,남,30대,3892650,340,11449,2017-02-16
2015-01,내국인 관광객,제주시,노형동,스넥,남,30대,5782460,507,11405,2017-02-16
2015-01,내국인 관광객,제주시,노형동,기타음료식품,남,30대,455510,40,11388,2017-02-16
2015-01,내국인 관광객,제주시,노형동,스넥,남,40대,4175250,367,11377,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,20대,260370,23,11320,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,스넥,남,30대,2065500,183,11287,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,의원,남,40대,248200,22,11282,2017-02-16
2015-01,내국인 관광객,제주시,노형동,약국,여,40대,1712290,152,11265,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,기타음료식품,남,20대,156500,14,11179,2017-02-16
2015-01,내국인 관광객,제주시,연동,기타음료식품,여,40대,154400,14,11029,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,의원,여,30대,108000,10,10800,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,20대,3145040,292,10771,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,스넥,여,20대,1742000,162,10753,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,약국,여,50대,138500,13,10654,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,스넥,여,30대,3545200,333,10646,2017-02-16
2015-01,내국인 관광객,제주시,연동,약국,여,30대,2098320,198,10598,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,기타음료식품,남,40대,156530,15,10435,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,20대,166610,16,10413,2017-02-16
2015-01,내국인 관광객,제주시,노형동,스넥,여,30대,3720070,360,10334,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,약국,여,20대,164090,16,10256,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,30대,793910,78,10178,2017-02-16
2015-01,내국인 관광객,제주시,연동,의원,남,20대,251900,25,10076,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,20대,170580,17,10034,2017-02-16
2015-01,내국인 관광객,제주시,노형동,약국,여,30대,2714210,271,10016,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,스넥,여,20대,3660300,366,10001,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,스넥,남,50대,160000,16,10000,2017-02-16
2015-01,내국인 관광객,제주시,노형동,기타음료식품,여,30대,109180,11,9925,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,스넥,여,50대,156700,16,9794,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,약국,남,50대,459000,47,9766,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,스넥,여,20대,116800,12,9733,2017-02-16
2015-01,내국인 관광객,제주시,노형동,스넥,여,20대,3387730,350,9679,2017-02-16
2015-01,내국인 관광객,제주시,연동,약국,여,20대,1170380,121,9673,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,스넥,남,30대,153500,16,9594,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,약국,여,30대,335070,35,9573,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,스넥,여,50대,668100,70,9544,2017-02-16
2015-01,내국인 관광객,제주시,연동,약국,남,20대,684670,72,9509,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,스넥,남,40대,2207050,233,9472,2017-02-16
2015-01,내국인 관광객,제주시,애월읍,약국,여,40대,179100,19,9426,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,20대,206750,22,9398,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,기타음료식품,남,20대,121600,13,9354,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,의원,여,20대,130400,14,9314,2017-02-16
2015-01,내국인 관광객,제주시,노형동,기타음료식품,여,20대,204830,22,9310,2017-02-16
2015-01,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,20대,194400,21,9257,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,의원,여,40대,91800,10,9180,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,기타음료식품,남,30대,190700,21,9081,2017-02-16
2015-01,내국인 관광객,제주시,애월읍,약국,남,30대,199370,22,9062,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,스넥,남,30대,1900930,210,9052,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,스넥,여,40대,2158030,239,9029,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,약국,여,30대,360100,40,9003,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,약국,남,30대,214300,24,8929,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,스넥,남,50대,1121750,127,8833,2017-02-16
2015-01,내국인 관광객,제주시,노형동,약국,여,20대,1230990,140,8793,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,약국,여,30대,962970,111,8675,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,약국,남,40대,699500,81,8636,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,스넥,남,20대,1107530,129,8586,2017-02-16
2015-01,내국인 관광객,제주시,노형동,약국,남,20대,446000,52,8577,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,기타음료식품,남,30대,111500,13,8577,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,약국,여,50대,373700,44,8493,2017-02-16
2015-01,내국인 관광객,제주시,연동,기타음료식품,여,20대,228900,27,8478,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,스넥,여,50대,802360,95,8446,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,약국,남,30대,763200,91,8387,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,약국,남,20대,149100,18,8283,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,스넥,여,30대,2120130,258,8218,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,20대,361470,44,8215,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,약국,남,20대,388100,48,8085,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,약국,남,30대,296400,37,8011,2017-02-16
2015-01,내국인 관광객,서귀포시,남원읍,기타음료식품,여,50대,79000,10,7900,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,약국,여,50대,132900,17,7818,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,약국,여,40대,490300,63,7783,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,약국,남,40대,159400,21,7590,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,의원,남,40대,90100,12,7508,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,약국,여,20대,531090,72,7376,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,약국,남,20대,367950,50,7359,2017-02-16
2015-01,내국인 관광객,제주시,용담2동,스넥,여,20대,1346070,184,7316,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,기타음료식품,남,20대,115900,16,7244,2017-02-16
2015-01,내국인 관광객,서귀포시,대륜동,약국,여,20대,171000,24,7125,2017-02-16
2015-01,내국인 관광객,제주시,이도2동,약국,여,20대,516700,74,6982,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,스넥,여,30대,118200,18,6567,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,약국,여,30대,149200,23,6487,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,약국,남,30대,219300,34,6450,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,약국,남,40대,175480,28,6267,2017-02-16
2015-01,내국인 관광객,제주시,애월읍,약국,여,30대,89300,15,5953,2017-02-16
2015-01,내국인 관광객,제주시,삼도2동,의원,남,50대,65800,12,5483,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,약국,여,20대,161300,31,5203,2017-02-16
2015-01,내국인 관광객,서귀포시,성산읍,약국,남,20대,78720,16,4920,2017-02-16
2015-02,내국인 관광객,제주시,노형동,스포츠레져용품,남,40대,4204600,20,210230,2017-02-16
2015-02,내국인 관광객,제주시,이도2동,스포츠레져용품,남,40대,4613300,24,192221,2017-02-16
2015-02,내국인 관광객,제주시,노형동,정장(여성),여,40대,4396100,23,191135,2017-02-16
2015-02,내국인 관광객,제주시,노형동,스포츠레져용품,남,50대,1662200,10,166220,2017-02-16
2015-02,내국인 관광객,제주시,연동,정장(여성),남,50대,1970300,12,164192,2017-02-16
2015-02,내국인 관광객,서귀포시,대륜동,농축수산품,남,50대,10274500,64,160539,2017-02-16
2015-02,내국인 관광객,서귀포시,대륜동,농축수산품,여,50대,10097000,66,152985,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,농축수산품,남,50대,2285100,15,152340,2017-02-16
2015-02,내국인 관광객,서귀포시,대륜동,농축수산품,여,40대,6918000,46,150391,2017-02-16
2015-02,내국인 관광객,서귀포시,대륜동,농축수산품,남,40대,9310800,64,145481,2017-02-16
2015-02,내국인 관광객,제주시,연동,농축수산품,남,40대,6457400,49,131784,2017-02-16
2015-02,내국인 관광객,제주시,연동,스포츠레져용품,여,50대,9534300,75,127124,2017-02-16
2015-02,내국인 관광객,서귀포시,남원읍,농축수산품,남,50대,7939300,63,126021,2017-02-16
2015-02,내국인 관광객,제주시,이도2동,기타음료식품,여,40대,1604600,13,123431,2017-02-16
2015-02,내국인 관광객,제주시,노형동,농축수산품,남,50대,5139800,46,111735,2017-02-16
2015-02,내국인 관광객,제주시,연동,안경,남,50대,1110000,10,111000,2017-02-16
2015-02,내국인 관광객,서귀포시,대륜동,농축수산품,남,30대,5213000,48,108604,2017-02-16
2015-02,내국인 관광객,제주시,연동,정장(여성),남,30대,1932700,18,107372,2017-02-16
2015-02,내국인 관광객,제주시,연동,스포츠레져용품,여,30대,8655910,81,106863,2017-02-16
2015-02,내국인 관광객,제주시,연동,정장(여성),남,40대,1152100,11,104736,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,40대,4065500,39,104244,2017-02-16
2015-02,내국인 관광객,제주시,연동,스포츠레져용품,여,40대,7592100,73,104001,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,20대,2680200,26,103085,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,50대,2437490,24,101562,2017-02-16
2015-02,내국인 관광객,제주시,연동,스포츠레져용품,남,50대,8184900,81,101048,2017-02-16
2015-02,내국인 관광객,제주시,노형동,안경,여,40대,1075000,11,97727,2017-02-16
2015-02,내국인 관광객,서귀포시,예래동,농축수산품,남,50대,4695000,49,95816,2017-02-16
2015-02,내국인 관광객,제주시,노형동,농축수산품,여,50대,3769100,40,94228,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,30대,3366200,36,93506,2017-02-16
2015-02,내국인 관광객,서귀포시,예래동,농축수산품,남,30대,6293600,69,91212,2017-02-16
2015-02,내국인 관광객,제주시,연동,스포츠레져용품,남,40대,11656200,129,90358,2017-02-16
2015-02,내국인 관광객,서귀포시,성산읍,농축수산품,남,50대,14310000,164,87256,2017-02-16
2015-02,내국인 관광객,제주시,이도2동,정장(여성),여,40대,958380,11,87125,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,정장(여성),여,30대,3021200,36,83922,2017-02-16
2015-02,내국인 관광객,제주시,연동,정장(여성),남,20대,1591500,19,83763,2017-02-16
2015-02,내국인 관광객,제주시,이도2동,정장(여성),여,30대,2001200,24,83383,2017-02-16
2015-02,내국인 관광객,제주시,노형동,농축수산품,남,40대,3665660,44,83310,2017-02-16
2015-02,내국인 관광객,제주시,용담2동,농축수산품,남,50대,25112580,302,83154,2017-02-16
2015-02,내국인 관광객,제주시,이도2동,농축수산품,남,50대,12350770,149,82891,2017-02-16
2015-02,내국인 관광객,제주시,연동,정장(여성),여,40대,2748400,34,80835,2017-02-16
2015-02,내국인 관광객,제주시,노형동,안경,남,30대,876000,11,79636,2017-02-16
2015-02,내국인 관광객,서귀포시,예래동,농축수산품,남,40대,5007700,63,79487,2017-02-16
2015-02,내국인 관광객,제주시,연동,농축수산품,여,50대,1955500,25,78220,2017-02-16
2015-02,내국인 관광객,제주시,연동,농축수산품,여,20대,1702500,22,77386,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,30대,2619200,34,77035,2017-02-16
2015-02,내국인 관광객,제주시,연동,스포츠레져용품,남,30대,9085920,118,76999,2017-02-16
2015-02,내국인 관광객,제주시,연동,스포츠레져용품,남,20대,7575240,99,76518,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,40대,2218000,29,76483,2017-02-16
2015-02,내국인 관광객,제주시,연동,정장(여성),여,30대,2874800,38,75653,2017-02-16
2015-02,내국인 관광객,제주시,연동,정장(여성),여,20대,3175600,42,75610,2017-02-16
2015-02,내국인 관광객,제주시,연동,악세 사리,여,30대,1198300,16,74894,2017-02-16
2015-02,내국인 관광객,서귀포시,남원읍,농축수산품,남,40대,11748300,160,73427,2017-02-16
2015-02,내국인 관광객,제주시,용담2동,농축수산품,남,40대,17165390,236,72735,2017-02-16
2015-02,내국인 관광객,제주시,연동,농축수산품,남,50대,3489100,48,72690,2017-02-16
2015-02,내국인 관광객,서귀포시,남원읍,농축수산품,여,50대,2397200,33,72642,2017-02-16
2015-02,내국인 관광객,서귀포시,예래동,농축수산품,여,40대,2657700,37,71830,2017-02-16
2015-02,내국인 관광객,서귀포시,예래동,농축수산품,여,30대,3789300,53,71496,2017-02-16
2015-02,내국인 관광객,서귀포시,남원읍,농축수산품,여,40대,4980700,70,71153,2017-02-16
2015-02,내국인 관광객,제주시,연동,안경,남,30대,993000,14,70929,2017-02-16
2015-02,내국인 관광객,서귀포시,성산읍,농축수산품,남,40대,13586500,192,70763,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,농축수산품,남,40대,1196750,17,70397,2017-02-16
2015-02,내국인 관광객,서귀포시,대륜동,농축수산품,여,30대,2633800,38,69311,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,50대,758300,11,68936,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,정장(여성),여,50대,685600,10,68560,2017-02-16
2015-02,내국인 관광객,서귀포시,예래동,농축수산품,여,50대,2363500,35,67529,2017-02-16
2015-02,내국인 관광객,서귀포시,성산읍,농축수산품,여,30대,11418500,170,67168,2017-02-16
2015-02,내국인 관광객,제주시,노형동,안경,여,20대,1004000,15,66933,2017-02-16
2015-02,내국인 관광객,제주시,애월읍,농축수산품,남,50대,2739500,41,66817,2017-02-16
2015-02,내국인 관광객,제주시,이도2동,농축수산품,여,40대,5681090,86,66059,2017-02-16
2015-02,내국인 관광객,서귀포시,대륜동,농축수산품,남,20대,1183500,18,65750,2017-02-16
2015-02,내국인 관광객,서귀포시,예래동,농축수산품,여,20대,2278000,35,65086,2017-02-16
2015-02,내국인 관광객,제주시,애월읍,농축수산품,여,40대,4341524,68,63846,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,농축수산품,여,30대,1276800,20,63840,2017-02-16
2015-02,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,50대,1704250,27,63120,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,정장(여성),남,40대,1063000,17,62529,2017-02-16
2015-02,내국인 관광객,제주시,연동,농축수산품,남,30대,2986300,48,62215,2017-02-16
2015-02,내국인 관광객,제주시,이도2동,스포츠레져용품,남,50대,679900,11,61809,2017-02-16
2015-02,내국인 관광객,제주시,이도2동,농축수산품,여,30대,3569060,58,61536,2017-02-16
2015-02,내국인 관광객,서귀포시,성산읍,농축수산품,남,30대,9897000,161,61472,2017-02-16
2015-02,내국인 관광객,제주시,연동,스포츠레져용품,여,20대,6453800,105,61465,2017-02-16
2015-02,내국인 관광객,제주시,노형동,의원,여,40대,7772343,127,61200,2017-02-16
2015-02,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,20대,1699400,28,60693,2017-02-16
